study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJNA54005	SAMN03165175	SRX1033045	SRR2032677	9555	Papio anubis	088cee665975a1a9466197722bad885c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/007/SRR2032677/SRR2032677_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032685	9555	Papio anubis	5f69d4bcec7e2727476e9d81afdc9f1e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/005/SRR2032685/SRR2032685_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032687	9555	Papio anubis	055e01697e4399188553ab127553ace7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/007/SRR2032687/SRR2032687_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032688	9555	Papio anubis	7a1425ca23ca412ae96d4898225417bb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/008/SRR2032688/SRR2032688_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032689	9555	Papio anubis	89828e83cf953f19e1743458674e70b5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/009/SRR2032689/SRR2032689_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033044	SRR2032690	9555	Papio anubis	ab7bb842256986afaf87b900f70efadb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/000/SRR2032690/SRR2032690_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032691	9555	Papio anubis	7bae6d3f4f76259e574268233c7080d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032691/SRR2032691_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032695	9555	Papio anubis	ec5ef1e3b79963592359211b21ae3fa5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/005/SRR2032695/SRR2032695_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032696	9555	Papio anubis	ba1e3aea86869c7407d137a31e5c713c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/006/SRR2032696/SRR2032696_subreads.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032698	9555	Papio anubis	7a9c575cc4ba82ab11b6f359be85ef78	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/008/SRR2032698/SRR2032698_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032701	9555	Papio anubis	e39501383f08fb7fda092fb8afd088c7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/001/SRR2032701/SRR2032701_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032702	9555	Papio anubis	c7bda3b306bb0a7494660bb3b6d07a9d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/002/SRR2032702/SRR2032702_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032703	9555	Papio anubis	c7cb253dedc0298746524d97a0b5754d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/003/SRR2032703/SRR2032703_consensus.fastq.gz	PANU.00-37521
PRJNA54005	SAMN03165175	SRX1033045	SRR2032704	9555	Papio anubis	49d30a37af8497e5c3c9474aa6e6133e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR203/004/SRR2032704/SRR2032704_consensus.fastq.gz	PANU.00-37521
