study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp	sample_alias
PRJEB59576	SAMEA112483011	ERX10382722	ERR10943413	9598	Pan troglodytes	9d67d1c45501cd1aa982c74a86406cb1;7214b83b750f69433b4cca71e3d664f1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/013/ERR10943413/ERR10943413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/013/ERR10943413/ERR10943413_2.fastq.gz	PD_0258
PRJEB59576	SAMEA14464370	ERX10381739	ERR10942430	198115	Alouatta macconnelli	21e0326dd36bfccc62439fe7b2611835;134936fc72ba0c4085541706c83e9f16	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/030/ERR10942430/ERR10942430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/030/ERR10942430/ERR10942430_2.fastq.gz	PD_0135
PRJEB59576	SAMEA112483012	ERX10382724	ERR10943415	9598	Pan troglodytes	795a23b68372e617d2374d09be4355f5;756e2b6b78b02956300100d83d7f6891	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10943415/ERR10943415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/015/ERR10943415/ERR10943415_2.fastq.gz	PD_0259
PRJEB59576	SAMEA112483012	ERX10382727	ERR10943418	9598	Pan troglodytes	0e3f3e5717f1089716895816cdafa1b0;c6f4a5e9c7e8d7bd57aebf1afda316d6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/018/ERR10943418/ERR10943418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/018/ERR10943418/ERR10943418_2.fastq.gz	PD_0259
PRJEB59576	SAMEA112483012	ERX10382730	ERR10943421	9598	Pan troglodytes	958b66372c5a367464c966e8e047088e;9afc9df9da3ac58b122954adbd3c55d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10943421/ERR10943421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/021/ERR10943421/ERR10943421_2.fastq.gz	PD_0259
PRJEB59576	SAMEA14464370	ERX10381742	ERR10942433	198115	Alouatta macconnelli	2b64cbf331af207336e8705dccf329d0;773e38385b6421aea18dc12c4b5a8918	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/033/ERR10942433/ERR10942433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/033/ERR10942433/ERR10942433_2.fastq.gz	PD_0135
PRJEB59576	SAMEA112483013	ERX10382733	ERR10943424	9593	Gorilla gorilla	9069ac4ac987361128feecbd3028fb6d;fea72d64622b9731f7a9d0754079b444	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10943424/ERR10943424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/024/ERR10943424/ERR10943424_2.fastq.gz	PD_0260
PRJEB59576	SAMEA14464385	ERX10381748	ERR10942439	9503	Alouatta seniculus	89c13dd2ed0b2fdde06af8dff2dca091;157114c149d12bbf65de3b408c538bda	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10942439/ERR10942439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/039/ERR10942439/ERR10942439_2.fastq.gz	PD_0136
PRJEB59576	SAMEA112483013	ERX10382738	ERR10943429	9593	Gorilla gorilla	e068adab59d1a0443264e2b17653366b;545579d28aa79b526ca90d4dc25290e2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10943429/ERR10943429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/029/ERR10943429/ERR10943429_2.fastq.gz	PD_0260
PRJEB59576	SAMEA112483015	ERX10382744	ERR10943435	9600	Pongo pygmaeus	7f14b17b94332f8a8bd5bc64a27c44bb;0bf65623558e4569e31a2dce73cef5eb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/035/ERR10943435/ERR10943435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR109/035/ERR10943435/ERR10943435_2.fastq.gz	PD_0262
